---,PlayMode,Level,Dungeon,Difficulty,PartInformation,PartOfLevel,TitleMessage,SubtitleMessage,NumberOfGarbage,NumberOfChests,NumberOfTraps,NumberOfSpiders,PathNumberMax,PathSpreadValues,TimeToGetHungry,bWaitForEndOfTime,PlayModeOfPart,Secret0Character,Secret0Color,Secret0SubColor,Secret0SloganIndex,Secret1Character,Secret1Color,Secret1SubColor,Secret1SloganIndex
323,"PM_DEFAULT","1","0","8","EPI_LEVEL3","EPI_LEVEL3","","","12","4","1","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
324,"PM_DEFAULT","1","1","0","EPI_LEVEL1","EPI_LEVEL1","","","10","4","1","2","1","(1.000000)","525.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
325,"PM_DEFAULT","1","1","0","EPI_LEVEL2","EPI_LEVEL1","","","4","2","1","2","1","(1.000000)","525.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
326,"PM_DEFAULT","1","1","0","EPI_LEVEL2","EPI_LEVEL2","","","10","5","0","1","1","(1.000000)","625.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
327,"PM_DEFAULT","1","1","0","EPI_LEVEL3","EPI_LEVEL1","","","10","2","1","2","1","(1.000000)","600.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
328,"PM_DEFAULT","1","1","0","EPI_LEVEL3","EPI_LEVEL2","","","0","4","1","1","1","(1.000000)","650.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
329,"PM_DEFAULT","1","1","0","EPI_LEVEL3","EPI_LEVEL3","","","6","4","1","1","1","(1.000000)","625.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
330,"PM_DEFAULT","1","1","1","EPI_LEVEL1","EPI_LEVEL1","","","3","2","1","2","1","(1.000000)","75.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
331,"PM_DEFAULT","1","1","1","EPI_LEVEL2","EPI_LEVEL1","","","10","4","1","2","1","(1.000000)","425.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
332,"PM_DEFAULT","1","1","1","EPI_LEVEL2","EPI_LEVEL2","","","8","4","1","1","1","(1.000000)","405.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
333,"PM_DEFAULT","1","1","1","EPI_LEVEL3","EPI_LEVEL1","","","8","2","0","2","1","(1.000000)","425.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
334,"PM_DEFAULT","1","1","1","EPI_LEVEL3","EPI_LEVEL2","","","10","4","1","1","1","(1.000000)","405.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
335,"PM_DEFAULT","1","1","1","EPI_LEVEL3","EPI_LEVEL3","","","10","4","1","1","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
336,"PM_DEFAULT","1","1","2","EPI_LEVEL1","EPI_LEVEL1","","","10","4","1","2","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
337,"PM_DEFAULT","1","1","2","EPI_LEVEL2","EPI_LEVEL1","","","10","4","0","2","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
338,"PM_DEFAULT","1","1","2","EPI_LEVEL2","EPI_LEVEL2","","","12","5","1","1","1","(1.000000)","350.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
339,"PM_DEFAULT","1","1","2","EPI_LEVEL3","EPI_LEVEL1","","","10","0","1","2","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
340,"PM_DEFAULT","1","1","2","EPI_LEVEL3","EPI_LEVEL2","","","12","3","0","1","1","(1.000000)","350.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
341,"PM_DEFAULT","1","1","2","EPI_LEVEL3","EPI_LEVEL3","","","12","3","1","1","1","(1.000000)","360.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
342,"PM_DEFAULT","1","1","3","EPI_LEVEL1","EPI_LEVEL1","","","5","2","1","2","1","(1.000000)","50.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
343,"PM_DEFAULT","1","1","3","EPI_LEVEL2","EPI_LEVEL1","","","10","3","1","2","1","(1.000000)","350.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
344,"PM_DEFAULT","1","1","3","EPI_LEVEL2","EPI_LEVEL2","","","10","3","1","1","1","(1.000000)","360.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
345,"PM_DEFAULT","1","1","3","EPI_LEVEL3","EPI_LEVEL1","","","9","2","0","2","1","(1.000000)","360.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
346,"PM_DEFAULT","1","1","3","EPI_LEVEL3","EPI_LEVEL2","","","9","3","1","1","1","(1.000000)","330.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
347,"PM_DEFAULT","1","1","3","EPI_LEVEL3","EPI_LEVEL3","","","12","4","1","1","1","(1.000000)","340.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
348,"PM_DEFAULT","1","1","4","EPI_LEVEL1","EPI_LEVEL1","","","13","3","1","2","1","(1.000000)","330.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
349,"PM_DEFAULT","1","1","4","EPI_LEVEL2","EPI_LEVEL1","","","1","0","0","2","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
350,"PM_DEFAULT","1","1","4","EPI_LEVEL2","EPI_LEVEL2","","","14","6","1","1","1","(1.000000)","280.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
351,"PM_DEFAULT","1","1","4","EPI_LEVEL3","EPI_LEVEL1","","","4","2","1","2","1","(1.000000)","280.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
352,"PM_DEFAULT","1","1","4","EPI_LEVEL3","EPI_LEVEL2","","","4","2","1","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
353,"PM_DEFAULT","1","1","4","EPI_LEVEL3","EPI_LEVEL3","","","4","3","1","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
354,"PM_DEFAULT","1","1","5","EPI_LEVEL1","EPI_LEVEL1","","","12","2","0","2","1","(1.000000)","280.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
355,"PM_DEFAULT","1","1","5","EPI_LEVEL2","EPI_LEVEL1","","","10","2","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
356,"PM_DEFAULT","1","1","5","EPI_LEVEL2","EPI_LEVEL2","","","5","6","1","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
357,"PM_DEFAULT","1","1","5","EPI_LEVEL3","EPI_LEVEL1","","","5","4","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
358,"PM_DEFAULT","1","1","5","EPI_LEVEL3","EPI_LEVEL2","","","12","4","0","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
359,"PM_DEFAULT","1","1","5","EPI_LEVEL3","EPI_LEVEL3","","","13","4","1","1","1","(1.000000)","280.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
360,"PM_DEFAULT","1","1","6","EPI_LEVEL1","EPI_LEVEL1","","","13","3","1","2","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
361,"PM_DEFAULT","1","1","6","EPI_LEVEL2","EPI_LEVEL1","","","9","4","0","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
362,"PM_DEFAULT","1","1","6","EPI_LEVEL2","EPI_LEVEL2","","","7","4","1","1","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
363,"PM_DEFAULT","1","1","6","EPI_LEVEL3","EPI_LEVEL1","","","8","1","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
364,"PM_DEFAULT","1","1","6","EPI_LEVEL3","EPI_LEVEL2","","","12","4","1","1","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
365,"PM_DEFAULT","1","1","6","EPI_LEVEL3","EPI_LEVEL3","","","12","4","1","1","1","(1.000000)","210.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
366,"PM_DEFAULT","1","1","7","EPI_LEVEL1","EPI_LEVEL1","","","13","3","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
367,"PM_DEFAULT","1","1","7","EPI_LEVEL2","EPI_LEVEL1","","","12","2","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
368,"PM_DEFAULT","1","1","7","EPI_LEVEL2","EPI_LEVEL2","","","14","4","1","1","1","(1.000000)","210.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
369,"PM_DEFAULT","1","1","7","EPI_LEVEL3","EPI_LEVEL1","","","8","2","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
370,"PM_DEFAULT","1","1","7","EPI_LEVEL3","EPI_LEVEL2","","","8","3","0","1","1","(1.000000)","190.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
371,"PM_DEFAULT","1","1","7","EPI_LEVEL3","EPI_LEVEL3","","","9","4","1","1","1","(1.000000)","180.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
372,"PM_DEFAULT","1","1","8","EPI_LEVEL1","EPI_LEVEL1","","","14","4","1","2","1","(1.000000)","190.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
373,"PM_DEFAULT","1","1","8","EPI_LEVEL2","EPI_LEVEL1","","","11","3","1","2","1","(1.000000)","190.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
374,"PM_DEFAULT","1","1","8","EPI_LEVEL2","EPI_LEVEL2","","","11","4","1","1","1","(1.000000)","170.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
375,"PM_DEFAULT","1","1","8","EPI_LEVEL3","EPI_LEVEL1","","","12","2","1","2","1","(1.000000)","190.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
376,"PM_DEFAULT","1","1","8","EPI_LEVEL3","EPI_LEVEL2","","","14","6","0","1","1","(1.000000)","210.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
377,"PM_DEFAULT","1","1","8","EPI_LEVEL3","EPI_LEVEL3","","","15","6","1","1","1","(1.000000)","230.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
378,"PM_DEFAULT","1","2","0","EPI_LEVEL1","EPI_LEVEL1","","","12","4","1","2","2","(0.500000,0.500000)","550.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
379,"PM_DEFAULT","1","2","0","EPI_LEVEL2","EPI_LEVEL1","","","12","4","1","2","2","(0.500000,0.500000)","550.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
380,"PM_DEFAULT","1","2","0","EPI_LEVEL2","EPI_LEVEL2","","","10","5","1","1","1","(1.000000)","600.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
381,"PM_DEFAULT","1","2","0","EPI_LEVEL3","EPI_LEVEL1","","","10","4","0","2","2","(0.500000,0.500000)","550.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
382,"PM_DEFAULT","1","2","0","EPI_LEVEL3","EPI_LEVEL2","","","10","4","1","1","1","(1.000000)","600.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
383,"PM_DEFAULT","1","2","0","EPI_LEVEL3","EPI_LEVEL3","","","10","5","0","2","1","(1.000000)","650.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
384,"PM_DEFAULT","1","2","1","EPI_LEVEL1","EPI_LEVEL1","","","14","4","1","2","2","(0.500000,0.500000)","450.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
385,"PM_DEFAULT","1","2","1","EPI_LEVEL2","EPI_LEVEL1","","","12","4","1","2","2","(0.500000,0.500000)","450.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
386,"PM_DEFAULT","1","2","1","EPI_LEVEL2","EPI_LEVEL2","","","12","6","1","1","1","(1.000000)","500.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
387,"PM_DEFAULT","1","2","1","EPI_LEVEL3","EPI_LEVEL1","","","12","3","1","2","2","(0.500000,0.500000)","450.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
388,"PM_DEFAULT","1","2","1","EPI_LEVEL3","EPI_LEVEL2","","","12","4","1","1","1","(1.000000)","500.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
389,"PM_DEFAULT","1","2","1","EPI_LEVEL3","EPI_LEVEL3","","","12","5","1","2","1","(1.000000)","550.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
